case,session,source_file,page,parser_speaker,blind_read_label,agree,opening_words,which_occurrence,reader_notes
h304,1998-05-20_r18,1998-05-20_r18_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Tiene la palabra el señor senador por Buenos Aires.,1 of 6,"Phrase ""Tiene la palabra el señor senador por Buenos Aires."" actually occurs 8 times in the file, not 6 as the case metadata implies; took literal occurrence 1. All 8 occurrences are preceded by the same speaker label ""Sr. PRESIDENTE.-"", so the answer is unaffected by the count mismatch."
h305,2002-12-18_r39,2002-12-18_r39_EXTRAORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Queda aprobada la declaración. Se procederá en consecuencia.,13 of 46,
h306,1998-10-14_r52,1998-10-14_r52_ORDINARIA.html,,Sr. PRESIDENTE (Cafiero),Sr. PRESIDENTE (Losada).-,no,"En consideración la moción de tratamiento sobre tablas. Si no se hace uso de la palabra, se va a votar.",2 of 3,"the sheet's old occurrence count sent the reader to a different printing of the same stock phrase; the page prints the parser's label immediately before every block the parser gives it (checked, this file) | reader: Phrase ""En consideración la moción de tratamiento sobre tablas. Si no se hace uso de la palabra, se va a votar."" occurs 6 times in the file, not 3 as the case metadata implies (Menem, Losada, Losada, Losada, Cafiero, Cafiero, in that order). Took literal occurrence 2 of my 6, which is the Losada/Avelín item. Since the speaker varies across occurrences, this pick is less certain than most rows in this batch."
h307,1998-06-03_r22,1998-06-03_r22_ORDINARIA.html,,Sr. PRESIDENTE (Yoma),Sr. PRESIDENTE (Yoma).-,yes,Por Secretaría se dará lectura al artículo 3° con la modificación propuesta.,,
h308,2002-05-08_r08,2002-05-08_r08_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,En consideración el artículo 1. Los que estén por la afirmativa sírvanse expresarlo.,,
h309,1998-09-09_r44,1998-09-09_r44_ORDINARIA.html,,Sr. PRESIDENTE (Losada),Sr. PRESIDENTE (Losada).-,yes,En consideración el inciso d). Por Secretaría se dará lectura.,,
h310,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Queda aprobada la preferencia.,1 of 2,
h311,2000-08-09_r42,2000-08-09_r42_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Corresponde considerar si se trata sobre tablas el proyecto de comunicación del señor senador Arnold y otros señores senadores por el que se solicita la puesta en funcionamiento de las,,
h312,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Continúa la sesión. Senador Pichetto: ¿cuál es la moción?,,
h313,2001-05-30_r36,2001-05-30_r36_ORDINARIA.html,,Sr. Corach,Sr. Corach.--,yes,Cómo no.,1 of 5,
h314,1998-12-09_r71,1998-12-09_r71_ORDINARIA.html,,Sr. MENEGHINI,Sr. MENEGHINI.-,yes,Señor presidente: los datos que he citado muy brevemente a lo largo de esta exposición fueron extraídos de los mismos documentos que nos ha proporcionado la Comisión de Relaciones Exteriores,,
h315,2002-07-03_r15,2002-07-03_r15_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Corresponde considerar el dictamen de las comisiones de Interior y Justicia y de Ecología y Desarrollo Humano en el proyecto de comunicación del señor senador Morales y de la señora,,
h316,1999-09-01_r44,1999-09-01_r44_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,Queda aprobada la resolución. Se procederá en consecuencia.,7 of 20,
h317,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sra. Negre de Alonso,Sra. Negre de Alonso. --,yes,"Señor presidente: en la última parte, en base a lo que planteó el señor senador Gómez Diez, queremos proponerle al cuerpo la siguiente redacción: ""Serán nulos todos los actos de",,
h318,1999-08-11_r39,1999-08-11_r39_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,"Con las palabras pronunciadas por los señores senadores, que esta Presidencia hace suyas, queda rendido el homenaje al senador mandato cumplido don Edison Otero.",,
h319,2002-09-25_r25,2002-09-25_r25_ORDINARIA.html,,Sr. Cafiero,Sr. Cafiero. --,yes,Cómo no.,,
h320,1998-12-09_r71,1998-12-09_r71_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,"Dado que el señor senador electo por Tucumán, don Ramón Ortega, se encuentra en la antesala, si hay asentimiento se lo invitará a ingresar en el recinto para prestar juramento.",,
h321,1999-04-21_r10,1999-04-21_r10_ORDINARIA.html,,Sr. SECRETARIO (Oyarzún),Sr. SECRETARIO (Oyarzún).-,yes,(Lee:),37 of 73,"Phrase ""(Lee:)"" occurs 75 times in the file, not 73 as the case metadata implies; took literal occurrence 37. Occurrences 34-39 are all preceded by the same speaker label ""Sr. SECRETARIO (Oyarzún).-"", so the count mismatch does not affect confidence here."
h322,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sra. Colombo,Sra. Colombo. --,yes,Ya terminé.,,
h323,1998-11-25_r64,1998-11-25_r64_ORDINARIA.html,,Sr. YOMA,Sr. YOMA.-,yes,Señor presidente: voy a hacer una modificación terminológica. En el inciso 4. contenido en el artículo 1 se utilizan dos términos para definir el carácter de la comunicación telefónica o,,
h324,2001-06-20_r41,2001-06-20_r41_ORDINARIA.html,,Sr. Cafiero,Sr. Cafiero. --,yes,"Señor presidente: supongamos que el Poder Ejecutivo, que no se caracteriza por la coherencia de sus actos, resuelve vetar el artículo 2 del proyecto en consideración, inmediatamente consagraría la devaluación",,
h325,2000-12-21_r71,2000-12-21_r71_EXTRAORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún). --,yes,(Lee:),60 of 81,
h326,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja),yes,Corresponde considerar el dictamen de la Comisión Parlamentaria Mixta Revisora de Cuentas de la Administración en la resolución remitida por la Auditoría General de la Nación sobre estados financieros del,,
h327,1998-11-18_r58,1998-11-18_r58_ORDINARIA.html,,Sr. GALVÁN,Sr. GALVÁN.-,yes,Pido la palabra.,10 of 21,"My whitespace-tolerant search found 22 occurrences of ""Pido la palabra."" in this file, but which_occurrence says 21 total. Both raw-HTML and tag-stripped counting methods agree at 22, and the 10th by either method is Sr. GALVÁN, so I trust the identification, but the maintainer should check why the reference count is off by one."
h328,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Queda aprobada la comunicación. Se procederá en consecuencia.,29 of 37,
h329,2001-09-04_r60,2001-09-04_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Aprobado por unanimidad. Por Secretaría se dará lectura al párrafo final del artículo 33.,,"The second sentence (""Por Secretaría se dará lectura al párrafo final del artículo 33."") has no speaker label of its own; it continues the same Presidente paragraph block."
h330,2000-08-02_r38,2000-08-02_r38_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Corresponde considerar el dictamen de la Comisión de Transportes en el proyecto de resolución del señor senador Moreau por el que se solicita el restablecimiento del ramal ferroviario Olascoaga--General Pico,,"This file's president label lacks a parenthetical name (unlike most others), printed simply as ""Sr. Presidente. --""."
h331,2000-07-05_r33,2000-07-05_r33_ORDINARIA.html,,Sr. Menem,Sr. Menem. --,yes,Tiene el mismo sentido. Pero si se quiere leer por Secretaría...,,"""Pero si se quiere leer por Secretaría..."" is a separate paragraph with no new label, so it continues Sr. Menem's turn."
h332,2003-04-09_r06,2003-04-09_r06_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias),yes,En consideración en general. Tiene la palabra el señor senador Lamberto.,,
h333,2002-09-04_r22,2002-09-04_r22_ORDINARIA.html,,Sr. Presidente (Salvatori),Sr. Presidente (Salvatori),yes,Tiene la palabra la señora senadora Fernández de Kirchner.,3 of 3,"Exact phrase with trailing period appears exactly 3 times in the file, matching which_occurrence's ""3 of 3""; a 4th near-identical occurrence earlier in the file lacks the trailing period and was correctly excluded."
h334,1999-09-01_r44,1999-09-01_r44_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",2 of 62,
h335,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,"En consecuencia, pasa al Archivo.",3 of 12,
h336,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,"Si no se hace uso de la palabra, se va a votar.",1 of 2,"The literal phrase ""Si no se hace uso de la palabra, se va a votar."" appears dozens of times in this file, but it only begins a speaker's turn (immediately after a fresh label, with no other text before it) in exactly 2 places, matching which_occurrence's ""1 of 2""."
h337,1999-06-30_r30,1999-06-30_r30_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Por Secretaría se va a pasar lista.,,
h338,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Menem,Sr. Menem. --,yes,"Solicito una interrupción, señor senador.",,
h339,1998-09-02_r42,1998-09-02_r42_ORDINARIA.html,,Sr. PROSECRETARIO (Pontaquarto),Sr. PROSECRETARIO (Pontaquarto).-,yes,"Dice así: ""El Honorable Senado de la Nación resuelve: Artículo 1- Declarar de interés cultural al Proyecto de Rescate Paleontológico de la localidad de Rincón de los Sauces, provincia del",,"The Prosecretario is reading a draft resolution text aloud into the record (""Dice así: ...""); the passage is the wording of the resolution itself but it is spoken/read by him during floor proceedings, not silently inserted, so I recorded him as speaker rather than NOBODY."
h340,2002-10-23_r30,2002-10-23_r30_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,"Bueno; yo tengo que poner, entonces, ...",,
h341,2002-11-28_r38,2002-11-28_r38_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,En consideración en general. Tiene la palabra la señora senadora Negre de Alonso.,1 of 2,
h342,1999-12-01_r64,1999-12-01_r64_ORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa),yes,Queda definitivamente sancionado el proyecto de ley. Se harán las comunicaciones correspondientes.,3 of 3,"Exact combined phrase appears 4 times in the file (which_occurrence says 3 of 3), but all 4 occurrences are spoken by the same Sr. PRESIDENTE (Ulloa), so the off-by-one in counting does not affect the answer."
h343,2000-03-15_r06,2000-03-15_r06_ORDINARIA.html,,Sr. Presidente,Sr. Presidente.--,yes,Queda reservado.,,
h344,2001-08-08_r50,2001-08-08_r50_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,"Si no se hace uso de la palabra, se va a votar la moción del señor senador Branda, a efectos de modificar el plan de labor.",,
h345,1998-03-18_r04,1998-03-18_r04_ORDINARIA.html,,Sr. SECRETARIO (Piuzzi),Sr. SECRETARIO (Piuzzi).-,yes,(Lee:),6 of 69,"Tag-stripped search found 70 occurrences of the literal string ""(Lee:)"" versus which_occurrence's total of 69, but the discrepancy did not affect the identification: the first several occurrences (positions 1-6) are all spoken by the same Sr. SECRETARIO (Piuzzi)."
h346,1999-09-22_r46,1999-09-22_r46_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem),yes,Se va a votar el artículo 3 con la modificación propuesta. Es el texto que leyó el señor senador por Entre Ríos.,,
h347,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero),yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",248 of 269,"Combined-phrase search found 270 occurrences vs which_occurrence's 269, but occurrences 245-250 are all spoken by the same Sr. Presidente (Cafiero), so the off-by-one does not affect the answer."
h348,2002-11-27_r37,2002-11-27_r37_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,"En consideración la licencia solicitada por la señora senadora Ibarra, con el agregado propuesto por el señor senador Gioja. Si no se hace uso de la palabra, se va a",,
h349,1998-11-26_r65,1998-11-26_r65_ORDINARIA.html,,Sr. ALASINO,Sr. ALASINO.-,yes,Señor presidente: solicito un cambio en el plan de labor. Pido que se considere y se apruebe el dictamen de la Comisión de Asuntos Constitucionales en el proyecto de ley,,
h350,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja),yes,"Muy bien. En consideración el artículo 1° con las modificaciones aceptadas por la comisión. Si no se hace uso de la palabra, se va a votar.",,
h351,2002-08-28_r21,2002-08-28_r21_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,Corresponde considerar el dictamen de la Comisión de Cultura en el proyecto de declaración de la señora senadora Perceval por el que se expresa beneplácito por el nombramiento de la,,
h352,2001-06-20_r41,2001-06-20_r41_ORDINARIA.html,,Sr. Cafiero,Sr. Cafiero.,yes,"Igualmente, quisiera que el consenso que alcanzó este Cuerpo en cuanto a que no puede vetarse el artículo 2 quede incluido entre las preocupaciones del Senado de la Nación. Además,",,"An intervening stenographer's note (""-- Ocupa la Presidencia el señor vicepresidente 1° del H. Senado"
h353,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,Se procederá en consecuencia.,3 of 9,"opening_words ""Se procederá en consecuencia."" occurs as a standalone utterance-opening 9 times in this file (matching which_occurrence's ""of 9""); all 9 are spoken by Sr. Presidente (Losada), including the 3rd."
h354,2001-07-29_r49,2001-07-29_r49_ESPECIAL.html,,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,Tiene la palabra el señor senador Moreau.,4 of 4,All 5 occurrences of this phrase in the file are spoken by the same label.
h355,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud).,yes,"Hay una moción del señor senador Alasino, a los efectos de que este tema pase para la semana que viene, cuando esté presente el presidente de la Comisión de Asuntos",,
h356,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,Tiene la palabra el señor senador Passo.,,
h357,2002-11-21_r35,2002-11-21_r35_ORDINARIA.html,,Sr. Yoma,Sr. Yoma.,yes,Sí.,1 of 2,"Only 2 of the 4 substring hits are standalone one-word utterances (""Sí."" as the entire turn, followed by a new speaker label) matching which_occurrence's ""of 2""; occurrence 1 of those is Sr. Yoma answering a request for an interruption."
h358,1998-04-15_r09,1998-04-15_r09_ORDINARIA.html,,Sr. SECRETARIO (Piuzzi),Sr. SECRETARIO (Piuzzi).,yes,(Lee:),113 of 113,"My scan found 114 occurrences of ""(Lee:)"" in this file, not 113 as which_occurrence implies (off by one, cause not identified), but every occurrence from #111 to #114 is spoken by the same label, so the answer is unaffected."
h359,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Secretario (Estrada),Sr. Secretario (Estrada).,yes,"Los órdenes del día impresos a considerar son los siguientes: anexo I, números 1638; 1639; 1548; 1627; 1049; 1285; 1483; 1632; y 1555... Perdón, omití mencionar el Orden del Día",,
h360,2001-07-25_r48,2001-07-25_r48_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,Queda aprobada la declaración. Se procederá en consecuencia.,2 of 6,"My scan found 7 occurrences of this full sentence, not 6 as which_occurrence implies, but all are spoken by the same label."
h361,2003-02-26_r41,2003-02-26_r41_EXTRAORDINARIA.html,,Sr. Salvatori,"Sr. Salvatori, --",yes,"¿Me concede una interrupción, señor senador?",,"Label is printed with a comma instead of the usual period before the dash: ""Sr. Salvatori, -- ¿Me concede una interrupción, señor senador?"" -- likely a typo/OCR-style slip in the source rather than a different convention."
h362,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,Tiene la palabra la señora senadora Ibarra.,2 of 6,"My scan found 11 substring occurrences of this phrase (which_occurrence says ""2 of 6""), but every one of the 11 is preceded by the same speaker label, so the answer is unaffected by the discrepancy."
h363,1999-07-07_r31,1999-07-07_r31_ORDINARIA.html,,Sr. VAQUIR,Sr. VAQUIR.,yes,Y en el niño.,,
h364,2000-09-13_r51,2000-09-13_r51_ORDINARIA.html,,Sr. Romero Feris,Sr. Romero Feris.,yes,"Muchas gracias, señor presidente. Quiero expresar pocas palabras pero con un profundo sentimiento por el respeto y la admiración que sentía por un hombre de los quilates de don Ricardo",,
h365,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,El anterior también.,,
h366,1998-10-28_r54,1998-10-28_r54_ORDINARIA.html,,Sr. BRANDA,Sr. BRANDA.,yes,¿A qué se refiere?,,
h367,2000-08-09_r42,2000-08-09_r42_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud).,yes,Corresponde considerar si se trata sobre tablas el proyecto de ley en revisión sobre incorporación de un representante en el directorio de las empresas que constituyeron programas de propiedad participada,,
h368,2001-12-12_r76,2001-12-12_r76_EXTRAORDINARIA.html,,Sr. senador electo Alfonsín,Sr. senador electo Alfonsín.,yes,"¡Sí, juro!",5 of 6,"One of a series of oath-taking exchanges (""¡Sí, juro!""); the label here breaks from the pattern of the surrounding entries (""Sr. Oyarzún./Langton./Canals./Canata./Baglini. -- ¡Sí, juro!"") by reading ""Sr. senador electo Alfonsín.'' -- printed that way in the source, not a transcription error on my part."
h369,2003-04-09_r06,2003-04-09_r06_ORDINARIA.html,,Sr. Capitanich,Sr. Capitanich.,yes,"No, no tenemos quórum todavía...",,
h370,1998-11-18_r58,1998-11-18_r58_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).,yes,Para una interrupción tiene la palabra el señor senador por Mendoza.,,
h371,2003-04-09_r06,2003-04-09_r06_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,Tiene la palabra el señor senador Lamberto.,,
h372,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,"En consecuencia, pasa al Archivo.",18 of 22,"My scan found 22 occurrences of this phrase in the file matching which_occurrence's ""of 22""; all are spoken by the same label."
h373,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,Tiene la palabra el señor presidente del bloque justicialista.,1 of 2,"My scan found 4 substring occurrences of this phrase (which_occurrence says ""1 of 2""), but all 4 are preceded by the same speaker label."
h374,1999-05-12_r18,1999-05-12_r18_ESPECIAL.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.,yes,Senador Moreau: la propuesta que hizo ayer la Presidencia en la reunión de presidentes de bloques se debe simplemente a un planteo reglamentario. Tengo que habilitar el tratamiento de un,,"This transcript uses the bare label ""Sr. PRESIDENTE."" without a parenthetical name (unlike most others in the corpus which give the surname in parentheses)."
h375,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,"En primer lugar, corresponde considerar los pedidos de inserción solicitados. Si no se hace uso de la palabra, se va a votar.",,
h376,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",16 of 36,
h377,1999-04-14_r08,1999-04-14_r08_ORDINARIA.html,,Sr. YOMA,Sr. YOMA.-,yes,Señor presidente: la sonrisa que imperó en el cuerpo...,,
h378,2001-02-21_r01,2001-02-21_r01_PREPARATORIA.html,,Sr. Gioja,Sr. Gioja. --,yes,"Señor presidente: estamos terminado esta sesión dado que, a continuación, se tomarán los juramentos pertinentes. En pocos días, estaremos iniciando un nuevo año parlamentario. Quisiera entonces, sinceramente, recoger el guante",,
h379,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"Corresponde considerar el dictamen de la Comisión de Educación, Cultura, Ciencia y Tecnología en el proyecto de declaración de la señora senadora Curletti por el que se declara de interés",,
h380,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Tiene la palabra el señor senador Zavalía.,,
h381,1998-03-25_r05,1998-03-25_r05_ORDINARIA.html,,Sr. DE LA SOTA,Sr. DE LA SOTA.--,yes,"Pido que me disculpen, pero no voy a conceder más interrupciones.",,
h382,1998-10-07_r51,1998-10-07_r51_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,En consideración en general. Tiene la palabra el señor senador por el Chubut.,,
h383,2002-04-24_r07,2002-04-24_r07_ESPECIAL.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,Queda aprobado en general y en particular. Pasará a la Cámara de Diputados para su consideración. Tiene la palabra el señor senador Gioja.,,
h384,1999-09-01_r44,1999-09-01_r44_ORDINARIA.html,,Sr. PROSECRETARIO (Pontaquarto),Sr. PROSECRETARIO (Pontaquarto).-,yes,(Lee:),16 of 55,"Row says occurrence ""16 of 55"" but I count 65 literal occurrences of ""(Lee:)"" in this file, not 55. Checked all 65 and every one is preceded by the same label, ""Sr. PROSECRETARIO (Pontaquarto).-"", so the answer is unaffected, but the occurrence-count mismatch suggests whatever tool generated the batch undercounts this token in this file."
h385,1998-11-25_r64,1998-11-25_r64_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Tiene la palabra el señor senador por Santa Cruz.,3 of 4,
h386,1998-11-04_r56,1998-11-04_r56_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Hay anotado en la lista de oradores para este homenaje otro señor senador. Tiene la palabra el señor senador por Entre Ríos.,,
h387,2000-09-06_r49,2000-09-06_r49_ORDINARIA.html,,Sr. Altuna,Sr. Altuna. --,yes,"Sí, el artículo 10 debe decir, al final: ""Los endosos serán certificados por escribano público, autoridad judicial o autoridad bancaria.""",,
h388,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún). --,yes,"(Lee:)""Artículo 7: Queda excepcionalmente habilitada la posibilidad de contratar locaciones de inmuebles en las zonas de desastre detalladas en el artículo 1 por plazos menores a los previstos en el",,"The matched text (""Artículo 7: Queda excepcionalmente habilitada..."") is bill text the secretary is reading aloud on the floor (cued by ""(Lee:)""), not free-standing inserted-document text with no speaker — so I attributed it to the secretary who reads it, not NOBODY."
h389,2000-03-15_r06,2000-03-15_r06_ORDINARIA.html,,Sr. Cafiero,Sr. Cafiero. --,yes,Señor presidente: reproduzco en este caso los argumentos que vertí en oportunidad del tratamiento del pliego del señor Cardozo.,,
h390,1999-12-22_r69,1999-12-22_r69_EXTRAORDINARIA.html,,Sr. CARBONELL,Sr. CARBONELL.-,yes,Señor presidente: por las dudas y por lo que pudiere ocurrir quiero aclarar al señor senador Genoud y a este cuerpo que quien habla no disfruta de ninguna jubilación de,,
h391,1998-09-23_r48,1998-09-23_r48_ORDINARIA.html,,Sr. PROSECRETARIO (Pontaquarto),Sr. PROSECRETARIO (Pontaquarto).-,yes,(Lee:),70 of 147,"Row says occurrence ""70 of 147"" but I count 170 literal occurrences of ""(Lee:)"" in this file, not 147. Checked every occurrence's preceding label — all 170 are ""Sr. PROSECRETARIO (Pontaquarto).-"" — so the answer is unaffected, but again the stated total occurrence count doesn't match a plain-text scan of the file."
h392,2000-03-15_r06,2000-03-15_r06_ORDINARIA.html,,Sr. Presidente,Sr. Presidente. --,yes,Corresponde considerar el dictamen de la Comisión de Cultura en el proyecto de declaración del señor senador Ortega por el que se expresa beneplácito por el premio obtenido por el,,
h393,1999-11-10_r57,1999-11-10_r57_ORDINARIA.html,,Sr. ALASINO,Sr. ALASINO.-,yes,"Señor presidente: vamos a acompañar la propuesta del señor senador por Corrientes en el sentido de continuar llamando durante media hora más a fin de poder reunir quórum. Quiero decir,",,
h394,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,"Voy a ver qué pasa, señor senador... Sí; en realidad todos estos asuntos entrados fueron distribuidos en los despachos de los señores senadores...",,
h395,1999-06-16_r25,1999-06-16_r25_ORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa).-,yes,Corresponde considerar el dictamen de las comisiones de Presupuesto y Hacienda y de Obras Públicas en el proyecto de comunicación del señor senador Sager por el que se solicita la,,
h396,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"Corresponde considerar el dictamen de la Comisión de Educación, Cultura, Ciencia y Tecnología en el proyecto de declaración de la señora senadora Bar por el que se adhiere a la",,
h397,2001-06-20_r41,2001-06-20_r41_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada).--,yes,Tiene la palabra el señor senador por Entre Ríos.,1 of 2,
h398,1998-08-26_r39,1998-08-26_r39_ORDINARIA.html,,Sr. YOMA,Sr. YOMA.-,yes,"¿Me permite una interrupción muy breve, señor senador?",,
h399,2000-09-07_r50,2000-09-07_r50_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud). --,yes,Tiene la palabra el señor senador Villarruel.,,"The senator's surname is spelled ""Villarruel"" in the passage itself but the next speaker label a few lines later reads ""Sr. Villarroel. --"" (double r, -oe- instead of -ue-) — an inconsistent spelling in the source, though it doesn't affect this row's speaker."
h400,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Presidente (Preto),Sr. Presidente (Preto). --,yes,Por Secretaría se dará lectura a la parte resolutiva del proyecto de comunicación.,,
h401,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,En consideración. Tiene la palabra el senador Jenefes.,,
h402,2000-08-02_r38,2000-08-02_r38_ORDINARIA.html,,Sr. Secretario (Pontaquarto),Sr. Secretario (Pontaquarto). --,yes,(Lee:),124 of 134,"My own re-count of ""(Lee:)"" in this file found 144 occurrences, not the stated 134. Checked every instance's preceding label: all but one (which reads ""Sr. Prosecretario (Colombo). --"" near the very end, my occurrence #141) are ""Sr. Secretario (Pontaquarto). --"". The target sits well before that switch, so the count mismatch does not change the answer."
h403,2000-12-06_r68,2000-12-06_r68_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,En consideración en general. Tiene la palabra el señor senador por Tucumán.,,
h404,1998-06-10_r24,1998-06-10_r24_ORDINARIA.html,,Sr. PRESIDENTE (Losada),Sr. PRESIDENTE (Losada).-,yes,"Antes de ceder la palabra al señor senador por Misiones, la Presidencia aclara que el proyecto en consideración es una iniciativa remitida por el Poder Ejecutivo. No se trata de",,
h405,1999-06-30_r30,1999-06-30_r30_ORDINARIA.html,,Sr. DE LA ROSA,Sr. DE LA ROSA.-,yes,"Para el artículo 26 también hay una modificación propuesta: en lugar de decir ""edición de un libro"" que diga ""edición de libros"". Son las dos modificaciones del Capítulo.",,
h406,1999-07-07_r31,1999-07-07_r31_ORDINARIA.html,,Sr. GENOUD,Sr. GENOUD.-,yes,Pido la palabra.,8 of 9,
h407,1998-03-04_r02,1998-03-04_r02_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Yo no puedo opinar sobre las palabras de los señores senadores.,,
